author,desc,genre,img,release,score,time,title
Akira Kurosawa,"Au 19e siècle, Noboru est affecté dans une clinique où le médecin chef, surnommé Barberousse, est entièrement dévoué à la cause des déshérités. D'abord réticent, Noboru est peu à peu fasciné par cet homme au coeur pur...",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"5,0,4,3",3h 05min,Barberousse
Quentin Tarantino,"Dans la France occupée de 1940, Shosanna assiste à l'exécution de sa famille tombée entre les mains d'un colonel nazi. Au même moment, le lieutenant Raine forme un groupe de soldats juifs américains pour mener des actions punitives contre les nazis.","Action,Guerre","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,7,4,3",2h 33min,Inglourious Basterds
Elia Kazan,"Au début du siècle, un jeune Anatolien fuit un pays où Grecs et Arméniens sont persécutés par les Turcs. Il désire émigrer en Amérique, mais s'aperçoit bien vite que ce périple vers la terre promise est un parcours semé d'embûches.","Biopic,Drame,Historique","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,3,--",2h 54min,"America, America"
Yasujirô Ozu,"Noriko, une jeune femme âgée d’une vingtaine d’années, vit avec son père veuf, Shukichi. Alors que Noriko s'apprête à s'installer seule, père et fille décident de faire un dernier voyage ensemble…",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,3,--",1h 48min,Printemps tardif
Douglas Sirk,"1944. Alors qu'il revient dans sa ville natale pour une permission, Ernst Graeber, jeune soldat allemand envoyé sur le front russe, rencontre Elisabeth Kruse, dont il tombe amoureux. Mais la guerre qui continue va bouleverser leur histoire...","Drame,Historique,Guerre","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,7,4,3",2h 13min,Le Temps d'aimer et le temps de mourir
Pietro Germi,"Ferdinando Cefalu, un noble sicilien, est amoureux de sa jeune cousine, Angela. Mais il est marié à Rosalia, une femme insupportable, et le divorce est illégal en Italie... Plein de ressources, Ferdinando concocte donc un "" divorce à l'italienne "" : pousser sa femme dans les bras d'un amant.","Comédie,Drame,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,0,4,3",1h 44min,Divorce à l'Italienne
Loveleen Tandan,"Le récit pittoresque d'un jeune homme issu des bidonvilles de Mumbai en passe de gagner le jeu télévisé ""Qui veut gagner des millions"".","Comédie,Comédie dramatique,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,5,4,3",2h 00min,Slumdog Millionaire
Carl Theodor Dreyer,"Au XVIIe siecle, une jeune femme est condamnee au bucher pour avoir aime le fils de son mari pasteur. Denoncee par sa belle-mere, elle avoue etre une sorciere.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,3,--",1h 32min,Jour de colère
David Lean,"Irlande. 1916. Rosy Ryan épouse le maître d'école du village, de quinze ans son aîné. Déçue par cette union, elle tombe amoureuse du major anglais venu prendre le commandement de la garnison voisine...","Drame,Historique,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,0,4,3",3h 15min,La Fille de Ryan
Jonathan Demme,Un jeune avocat atteint du sida doit engager un petit avocat pour attaquer son cabinet pour licenciement abusif.,Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,6,4,3",2h 05min,Philadelphia
John Lasseter,"Quand Andy quitte sa chambre, ses jouets se mettent à mener leur propre vie sous la houlette du cowboy Woody. Débarque alors Buzz l'éclair, intrépide aventurier de l'espace venu d'une lointaine galaxie, qui va semer la zizanie dans ce petit monde.","Animation,Comédie,Famille","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,0,4,3",1h 17min,Toy Story
Carl Theodor Dreyer,"En 1930, dans un village du Jutland, des discordes religieuses surviennent entre deux familles lorsqu'il est question d'unir par le mariage deux de leurs enfants.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,3,--",2h 06min,Ordet
David Fincher,"À l’occasion de son cinquième anniversaire de mariage, Nick Dunne signale la disparition de sa femme, Amy. Sous la pression de la police et l’affolement des médias, l’image du couple modèle commence à s’effriter. Très vite, les mensonges de Nick et son étrange comportement amènent tout le monde à se poser la même question : a-t-il tué sa femme ?","Policier,Drame,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,0,4,3",2h 29min,Gone Girl
Dean DeBlois,"Harold est maintenant le chef de Berk au côté d’Astrid et Krokmou, en tant que dragon, est devenu le leader de son espèce. Ils réalisent enfin leurs rêves de vivre en paix entre vikings et dragons. Mais lorsque l’apparition soudaine d’une Furie Eclair coïncide avec la plus grande menace que le village n’ait jamais connue, Harold et Krokmou sont forcés de quitter leur village pour un voyage dans un monde caché...","Aventure,Animation,Famille","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,9,4,2",1h 44min,Dragons 3 : Le monde caché
Jeanne Herry,Théo est remis à l'adoption par sa mère biologique le jour de sa naissance. C'est un accouchement sous X. La mère à deux mois pour revenir sur sa décision...ou pas. Les services de l'aide sociale à l'enfance et le service adoption se mettent en mouvement. ,Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,3,4,2",1h 50min,Pupille
Fritz Lang,Des ouvriers travaillent dans les souterrains d'une fabuleuse métropole de l'an 2026. Ils assurent le bonheur des nantis qui vivent dans les jardins suspendus de la ville. Un androïde mène les ouvriers vers la révolte.,"Science Fiction,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,8,4,2",2h 33min,Metropolis
Robert Aldrich,"Jane, actrice de second plan, envie la gloire de sa soeur, Blanche, star du grand écran. Quelques années plus tard, Jane aigrie et usée terrorise et sequestre Blanche dont la carrière a été stoppée par une infirmité.","Drame,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,2,--",2h 14min,Qu'est-il arrivé à Baby Jane ?
Kim Jee-Woon,Un agent secret recherche le serial killer qui a tué sa fiancée...,"Drame,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,2,4,3",2h 22min,J'ai rencontré le Diable
Ernst Lubitsch,"Chez Matuschek et Cie, une grande boutique de maroquinerie, le jeune Alfred Kralik, l'adjoint du patron, et Klara Novak, une nouvelle employée, vont échanger une correspondance amoureuse, sans savoir qui ils sont, à l'aide de petites annonces.","Comédie,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,0,4,3",1h 37min,Rendez-vous
Henri-Georges Clouzot,"Dans une institution destinée à l'éducation des jeunes garçons, Christina et Nicole, respectivement épouse et maîtresse du directeur Michel Delasalle, s'associent afin d'assassiner l'homme qu'ells ont fini par haïr. Mais quelques jours après leur méfait, le corps de Michel disparaît...","Drame,Epouvante-horreur,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,3,--",1h 57min,Les Diaboliques
Taichi Ishidate,"Violet Evergarden est toujours incapable d'oublier Gilbert, son ancien supérieur hiérarchique. Un jour, alors qu'elle reçoit une demande d'un jeune client, CH Postal découvre une lettre sans adresse dans leur entrepôt.","Animation,Drame,Fantastique","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"2,7,4,3",2h 21min,Violet Evergarden - le film
Joseph L. Mankiewicz,"Au début du siècle, Lucy Muir achète une étrange maison sur la côte anglaise. Etrange en effet, car la demeure est occupée par son ancien propriétaire, le capitaine Gregg. Enfin, par son fantôme...","Drame,Fantastique,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"5,0,4,2",1h 44min,L'Aventure de Mme Muir
 Grand Corps Malade,"Se laver, s'habiller, marcher, jouer au basket, voici ce que Ben ne peut plus faire à son arrivée dans un centre de rééducation suite à un grave accident. Ses nouveaux amis sont tétras, paras, traumas crâniens.... ","Comédie,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,8,4,2",1h 52min,Patients
Geoffrey Enthoven,"Trois jeunes handicapés physiques d’une vingtaine d’années aiment le vin et les femmes, mais ils sont encore vierges. Sous prétexte d’une route des vins, ils embarquent pour un voyage en Espagne dans l’espoir d’avoir leur première expérience sexuelle.",Comédie dramatique,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,5,4,2",1h 53min,Hasta la vista
Pawo Choyning Dorji,"Un jeune instituteur du Bhoutan est envoyé dans la partie la plus reculée du pays. Loin de la ville, le quotidien est rude, mais la force spirituelle des habitants du village transformera son destin.","Aventure,Drame,Famille","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,5,4,2",1h 49min,L'école du bout du monde
None,"Kansas 1880. William Munny, redoutable hors-la-loi reconverti dans l'élevage va, à la demande d'un jeune tueur, reprendre du service pour venger une prostituée défigurée par un cow-boy sadique.","Drame,Western","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,8,4,2",2h 11min,Impitoyable
Naoko Yamada,"Nishimiya est une élève douce et attentionnée. Chaque jour, pourtant, elle est harcelée par Ishida, car elle est sourde. Dénoncé pour son comportement, le garçon est à son tour mis à l'écart et rejeté par ses camarades. Des années plus tard, il apprend la langue des signes... et part à la recherche de la jeune fille. ","Animation,Drame,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,7,4,2",2h 09min,Silent Voice
Pete Docter,"Au moment où Joe pense que son rêve est désormais à portée de main, un pas malencontreux l’expédie dans un endroit fantastique où il est obligé de réfléchir à nouveau à la signification d’avoir une âme. C’est là qu’il se lie d’amitié avec 22, une âme qui ne pense pas que la vie sur Terre soit aussi bien que ce qu’on veut bien lui faire croire...","Aventure,Animation,Famille","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,3,4,2",1h 40min,Soul
Billy Wilder,"Deux musiciens de jazz au chômage, mêlés involontairement à un règlement de comptes entre gangsters, se transforment en musiciennes pour leur échapper. Ils partent en Floride avec un orchestre féminin. Ils tombent amoureux d'une ravissante créature.","Comédie,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,2,4,2",2h 01min,Certains l'aiment chaud
Denzel Washington,Une histoire vraie se déroulant en 1935 dans une école américaine réservée aux Noirs.,"Biopic,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,3,--",2h 06min,The Great Debaters
Joseph L. Mankiewicz,"Eve Harrington reçoit, des mains d'un vieil acteur, le Prix Sarah Siddons. L'entourage de celle-ci se souvient de son ascension.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,3,--",2h 10min,Eve
Park Chan-Wook,"Fin des années 80. Un père de famille est enlevé sans raison et séquestré dans une cellule. Il apprend par la télévision de sa cellule qu'il est accusé du meurtre de sa femme. Relâché 15 ans plus tard, il est contacté par celui qui l'avait enlevé.","Action,Drame,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,0,4,2",1h 59min,Old Boy
None,"Corée. Années 30, pendant la colonisation japonaise. Une jeune femme est engagée comme servante d’une riche japonaise, vivant recluse dans un immense manoir sous la coupe d’un oncle tyrannique. Mais Sookee a un secret.","Drame,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,8,4,2",2h 31min,Mademoiselle
Sion Sono,"Fils d’un prêtre respecté, Yu intègre un groupe de pervers professionnels afin de vivre dans le péché. Malgré une vie de débauche, le jeune homme ne désespère pas de trouver l’âme soeur.","Action,Comédie,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,2,--",3h 57min,Love Exposure
Raoul Walsh,"Comment, dans les années 1880, le jeune Jim Corbett va devenir Gentleman Jim et donner à la boxe ses lettres de noblesse.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,2,--",1h 44min,Gentleman Jim
James Marsh,"1963, en Angleterre, Stephen, brillant étudiant en Cosmologie à l’Université de Cambridge, entend bien donner une réponse simple et efficace au mystère de la création de l’univers. De nouveaux horizons s’ouvrent quand il tombe amoureux d’une étudiante en art, Jane Wilde.","Biopic,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,3,4,2",2h 03min,Une merveilleuse histoire du temps
Julien Duvivier,"Cinq ouvriers chômeurs parisiens, Jean, Charles, Raymond, Jacques et Mario, un étranger menacé d'expulsion, gagnent le gros lot de la loterie nationale. Jean a l'idée de placer cet argent en commun, dans l'achat d'un vieux lavoir de banlieue en ruine, qu'ils transformeront en riante guinguette...",Comédie dramatique,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,2,--",1h 35min,La Belle équipe
Dean DeBlois,"Ce film est présenté hors-compétition au Festival de Cannes 2014.Tandis qu’Astrid, Rustik le Morveux et le reste de la bande se défient durant des courses sportives de dragons devenues populaires sur l’île, notre duo désormais inséparable parcourt les cieux, à la découverte de territoires inconnus et de nouveaux mondes.","Aventure,Animation,Famille",https://fr.web.img3.acsta.net/c_310_420/pictures/14/06/05/15/47/538891.jpg,None,"4,0,4,2",1h 43min,Dragons 2
Sam Mendes,"Une maison de rêve, un pavillon bourgeois discrètement cossu dissimule dans une banlieue résidentielle, c'est ici que résident Lester Burnhamm, sa femme Carolyn et leur fille Jane. L'agitation du monde et sa violence semblent bien loin ici. Mais derrière cette respectable façade se tisse une étrange et grinçante tragi-comédie familiale ou ...",Drame,https://fr.web.img3.acsta.net/c_310_420/pictures/17/10/16/09/11/4895035.jpg,None,"3,9,4,2",2h 02min,American Beauty
Martin McDonagh,"Après des mois sans que l'enquête sur la mort de sa fille ait avancé, Mildred Hayes prend les choses en main, affichant un message controversé visant le très respecté chef de la police sur trois grands panneaux à l'entrée de leur ville.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,9,4,2", 1h 56min,"3 Billboards, Les Panneaux de la vengeance"
Henry Selick,"Voici l'histoire de Jack Skellington, le roi des citrouilles de la ville Halloween, qui découvre un beau jour la ville de Noël et décide de célébrer lui-même cette fête étrange.","Animation,Fantastique,Comédie musicale","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,8,4,2",1h 15min,L'Etrange Noël de M. Jack
Kátia Lund,"Dans une favela de Rio de Janeiro, dans les années 60, Fusée, un gamin noir et pauvre, rêve de devenir photographe professionnel. Petit Dé, un enfant de 11 ans, emménage dans la Cité. Il souhaite pour sa part devenir le plus grand criminel de Rio...","Policier,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,9,4,2",2h 15min,La Cité de Dieu
Frank Capra,"Ellie fuit son père millionnaire et décide de rallier New York. Elle rencontre Pete, un journaliste, dans le bus, qui comprend très vite qui elle est, son père ayant promis une récompense à qui la lui ramènerait...","Comédie,Romance",https://fr.web.img3.acsta.net/c_310_420/medias/nmedia/18/64/69/71/18798057.jpg,None,"4,7,4,2",1h 45min,New York-Miami
Georg Wilhelm Pabst,"Loulou, belle, capricieuse, insouciante et innocemment perverse, est une créature qui ne vit que pour l'amour. Elle joue dans une revue que commandite son amant, Ludwig Schön, un puissant magnat de la presse et du music-hall...",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,,2h 13min,Loulou
Georges Lautner,"Un pharmacien etrangle une femme dans un bois. Alors qu'un innocent est accuse, le coupable se retrouve juré au proces de son propre crime.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,2,--",1h 36min,Le Septieme Juré
Ernst Lubitsch,"Gaston et Lilly, deux escrocs tombés amoureux, décident de s’associer. Alors que l’Europe entière parle de leurs méfaits, ils jettent leur dévolu sur une nouvelle victime, la riche et belle Mariette Collet. Mais Gaston va vite tomber sous son charme…",Comédie,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,5,4,2",1h 23min,Haute pègre
Adam Elliot,"L'amitié entre une petite fille grassouillette de 8 ans et un homme de 44 ans, obèse, atteint de la maldie d'Asperger. Tous deux vivent respectivement à Melbourne et New York.","Animation,Comédie","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,3,4,2",1h 32min,Mary et Max.
John McTiernan,"Des terroristes investissent le siège social d'une multinationale à Los Angeles. Holly, l'ex-femme de John McClane, policier new-yorkais venu sur la côte Ouest pour Noël, est prise en otage. McLane, enfermé dans le bâtiment, passe à l'action...",Action,https://fr.web.img6.acsta.net/c_310_420/pictures/14/08/14/12/00/419467.jpg,None,"3,6,4,2",2h 12min,Piège de cristal
Wes Anderson,"En raison d’une épidémie de grippe canine, le maire de Megasaki ordonne la mise en quarantaine de tous les chiens de la ville, envoyés sur une île qui devient alors l’Ile aux Chiens. Le jeune Atari, 12 ans, vole un avion et se rend sur l’île pour rechercher son fidèle compagnon, Spots. Aidé par une bande de cinq chiens intrépides et attachants, il découvre une conspiration qui menace la ville.","Aventure,Animation","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,1,4,2",1h 42min,L'Île aux chiens
Henri-Georges Clouzot,"Quatre hommes acceptent de véhiculer, au péril de leur vie, un chargement de nitroglycérine sur cinq cents kilomètres de routes défoncées. L'énorme prime de ce ""quitte ou double"" périlleux est le seul moyen de quitter le village d'Amérique centrale dans lequel ils ont échoué.","Aventure,Thriller","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,2,--",2h 31min,Le Salaire de la Peur
David Yates,"Dans la 2e Partie de cet épisode final, le combat entre les puissances du bien et du mal de l’univers des sorciers se transforme en guerre sans merci. Les enjeux n’ont jamais été si considérables et personne n’est en sécurité.","Aventure,Fantastique","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,8,4,2",2h 10min,Harry Potter et les reliques de la mort - partie 2
 Kheiron,"D’un petit village du sud de l’Iran aux cités parisiennes, Kheiron nous raconte le destin hors du commun de ses parents Hibat et Fereshteh, éternels optimistes, dans une comédie aux airs de conte universel qui évoque l’amour familial, le don de soi et surtout l’idéal d’un vivre-ensemble.",Comédie dramatique,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,6,4,2",1h 42min,Nous trois ou rien
Damien Chazelle,"Au cœur de Los Angeles, une actrice en devenir prénommée Mia sert des cafés entre deux auditions. De son côté, Sebastian, passionné de jazz, joue du piano dans des clubs miteux pour assurer sa subsistance. Tous deux sont bien loin de la vie rêvée à laquelle ils aspirent…","Comédie musicale,Romance",https://fr.web.img2.acsta.net/c_310_420/pictures/16/11/10/13/52/169386.jpg,None,"4,4,4,2",2h 08min,La La Land
Hayao Miyazaki,"Confrontée à la disparition des ressources naturelles de sa planète, la princesse guerrière Nausicaä rassemble son peuple contre l'armée destructrice d'une reine infâme.","Aventure,Animation","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,5,4,2",1h 57min,Nausicaä de la vallée du vent
Oliver Stone,"Septembre 1967: Chris Taylor, dix-neuf ans, rejoint la compagnie Bravo du 25ème régiment d'infanterie, près de la frontière cambodgienne. Chris, issu d'une famille bourgeoise s'est engagé volontairement et, plein d'idéal entend bien servir son pays.","Drame,Guerre","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,6,4,2",2h 00min,Platoon
Alejandro González Iñárritu,"Dans une Amérique profondément sauvage, Hugh Glass, un trappeur, est attaqué par un ours et grièvement blessé. Abandonné par ses équipiers, il est laissé pour mort. Mais Glass refuse de mourir.","Aventure,Western","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,8,4,2",2h 36min,The Revenant
Jean-Jacques Annaud,"En l'an 1327, dans une abbaye bénédictine, des moines disparaissent. Un franciscain, Guillaume de Baskerville aidé du jeune novice Adso von Melk mène l'enquête. C'est l'époque où l'Eglise, en pleine crise, se voit disputer son pouvoir spirituel et temporel. C'est aussi l'apogée de l'inquisition. Un thriller moyenageux très attendu ...","Aventure,Policier,Drame","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,8,4,2",2h 11min,Le Nom de la Rose
Luca Guadagnino,"Été 1983. Elio Perlman, 17 ans, passe ses vacances dans la villa du XVIIe siècle que possède sa famille en Italie, à jouer de la musique classique, à lire et à flirter avec son amie Marzia. Son père, éminent professeur spécialiste de la culture gréco-romaine, et sa mère, traductrice, lui ont donné une excellente éducation, et il est proche de ses parents. ","Drame,Romance",https://fr.web.img3.acsta.net/c_310_420/o_club-allocine-310x420.png_0_se/pictures/18/02/13/15/35/4076138.jpg,None,"4,2,4,2",2h 11min,Call Me By Your Name
Michael Gracey,"L’histoire de P.T Barnum, un visionnaire parti de rien pour créer un spectacle devenu un phénomène planétaire.","Drame,Comédie musicale","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"2,7,4,2",1h 44min,The Greatest Showman
Jean Renoir,"Première Guerre mondiale. Deux soldats français sont faits prisonniers par le commandant von Rauffenstein, un Allemand raffiné et respectueux. Conduits dans un camp de prisonniers, ils aident leurs compagnons de chambrée à creuser un tunnel secret.","Drame,Guerre","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"5,0,4,2",1h 54min,La grande illusion
Arthur Penn,"L'histoire d'un visage pâle partagé entre ses origines et sa famille d'adoption, indienne.","Aventure,Western","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,2,--",2h 19min,Little Big Man
John Ford,"Expropriée de ses terres, une famille de fermiers traverse les Etats-Unis à la recherche d'un emploi. Mais dans ces années de crise, ils ne rencontrent que spoliation et injustice.",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,8,4,2",2h 09min,Les Raisins de la colère
Darren Aronofsky,"Harry Goldfarb est un junkie. Il passe ses journées en compagnie de sa petite amie Marion et son copain Tyrone. Ensemble, ils s'inventent un paradis artificiel. En quête d'une vie meilleure, le trio est entraîné dans une spirale infernale...",Drame,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,0,4,2",1h 42min,Requiem for a Dream
George Stevens,"George est engagé dans l'entreprise de son oncle Eastman. Il devient l'amant d'une ouvrière, Alice, puis rencontre Angela Vickers, une jeune bourgeoise qui s'éprend de lui.","Drame,Romance","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"5,0,4,2",2h 02min,Une Place au soleil
Andrew Niccol,"Dans un monde parfait, Gattaca est un centre d'études et de recherches spatiales pour des jeunes gens au patrimoine génétique impeccable. Jérôme, candidat idéal, voit sa vie détruite par un accident...",Science Fiction,"data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,2,--",1h 46min,Bienvenue à Gattaca
Josh Cooley,"Woody a toujours privilégié la joie de ses jeunes propriétaires – Andy puis Bonnie – et de ses compagnons, n’hésitant pas à prendre tous les risques pour eux, aussi inconsidérés soient-ils. L’arrivée de Fourchette un nouveau jouet qui ne veut pas en être un met toute la petite bande en émoi.","Aventure,Animation,Comédie","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"4,2,4,2",1h 40min,Toy Story 4
Joe Russo,"Thanos ayant anéanti la moitié de l’univers, les Avengers restants resserrent les rangs dans ce vingt-deuxième film des Studios Marvel, grande conclusion d’un des chapitres de l’Univers Cinématographique Marvel.","Action,Aventure,Fantastique","data:image/gif;base64,R0lGODlhAwAEAIAAAAAAAAAAACH5BAEAAAAALAAAAAADAAQAAAIDhI9WADs=",None,"3,2,4,2",3h 01min,Avengers: Endgame
